::1 - - [22/Sep/2020:11:20:32 +0000] "GET /patients/book_app.html?id=5f697b92966d3ad65c902382 HTTP/1.1" 404 33 "http://localhost:4000/patients/show_doctors" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:20:32 +0000] "GET /favicon.ico HTTP/1.1" 404 33 "http://localhost:4000/patients/book_app.html?id=5f697b92966d3ad65c902382" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:20:48 +0000] "GET /favicon.ico HTTP/1.1" 404 33 "http://localhost:4000/patients/show_doctors" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:20:48 +0000] "GET /patients/show_doctors HTTP/1.1" 200 272 "http://localhost:4000/patients/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:20:50 +0000] "GET /book_app.html?id=5f697b92966d3ad65c902382 HTTP/1.1" 404 33 "http://localhost:4000/patients/show_doctors" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:20:50 +0000] "GET /favicon.ico HTTP/1.1" 404 33 "http://localhost:4000/book_app.html?id=5f697b92966d3ad65c902382" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:20:55 +0000] "GET /favicon.ico HTTP/1.1" 404 33 "http://localhost:4000/patients/show_doctors" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:20:55 +0000] "GET /patients/show_doctors HTTP/1.1" 200 272 "http://localhost:4000/patients/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:20:57 +0000] "GET /book_app.html?id=5f697b92966d3ad65c902382 HTTP/1.1" 404 33 "http://localhost:4000/patients/show_doctors" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:22:30 +0000] "GET /favicon.ico HTTP/1.1" 404 33 "http://localhost:4000/patients/show_doctors" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:22:30 +0000] "GET /patients/show_doctors HTTP/1.1" 200 278 "http://localhost:4000/patients/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:23:03 +0000] "GET /favicon.ico HTTP/1.1" 404 33 "http://localhost:4000/patients/show_doctors" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:23:03 +0000] "GET /patients/show_doctors HTTP/1.1" 200 308 "http://localhost:4000/patients/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:25:59 +0000] "GET /favicon.ico HTTP/1.1" 404 33 "http://localhost:4000/patients/show_doctors" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:25:59 +0000] "GET /patients/show_doctors HTTP/1.1" 200 309 "http://localhost:4000/patients/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:29:31 +0000] "GET /patients/login?id=1234 HTTP/1.1" 404 33 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [22/Sep/2020:11:29:31 +0000] "GET /favicon.ico HTTP/1.1" 404 33 "http://localhost:4000/patients/login?id=1234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
